query,estimated_rows,actual_rows,startup_cost,total_cost,execution_time_ms,q_error,correlation_feature,join_count,selectivity,predicate_count,estimated_selectivity,query_complexity,correlation_strength
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",394454,405256,60196.35,285601.62,1843.616,1.0273846887089495,0.9984,2,0.0675289920457773,6,0.0675289920457773,12,0.8103479045493276
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,556.416,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",854394,892798,60196.35,353445.62,2247.586,1.0449488175244677,0.9984,2,0.1487695408346476,6,0.1487695408346476,12,1.7852344900157713
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1178.061,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1318892,1379098,60196.35,421959.95,2573.685,1.0456489234903237,0.9984,2,0.2298031315325313,6,0.2298031315325313,12,2.7576375783903755
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1265.476,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1779230,1868894,97242.56,486225.65,4062.943,1.0503948337202047,0.9984,2,0.3114192709309698,6,0.3114192709309698,12,3.737031251171638
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1331.979,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2237466,2357651,97242.56,540746.3,4093.14,1.053714782705078,0.9984,2,0.3928622787218921,6,0.3928622787218921,12,4.7143473446627056
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 26000;",36481,38297,1000.0,41695.1,138.099,1.049779337189222,0.0258,0,0.0255313333333333,4,0.025531333333333295,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 26000;",36481,38297,38237.0,47076.56,168.378,1.049779337189222,0.0258,1,0.0255313333333333,4,0.025531333333333295,4,0.1021253333333332
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,398.337,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",300,0,199159.68,203849.57,471.881,300.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,495.198,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",394454,405256,60196.35,285601.62,1755.617,1.0273846887089495,0.9984,2,0.0675289920457773,6,0.0675289920457773,12,0.8103479045493276
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,545.116,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",854394,892798,60196.35,353445.62,2142.752,1.0449488175244677,0.9984,2,0.1487695408346476,6,0.1487695408346476,12,1.7852344900157713
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1196.73,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1318892,1379098,60196.35,421959.95,2641.808,1.0456489234903237,0.9984,2,0.2298031315325313,6,0.2298031315325313,12,2.7576375783903755
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1262.097,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1779230,1868894,97242.56,486225.65,3835.906,1.0503948337202047,0.9984,2,0.3114192709309698,6,0.3114192709309698,12,3.737031251171638
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1339.543,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 26000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2237466,2357651,97242.56,540746.3,4154.004,1.053714782705078,0.9984,2,0.3928622787218921,6,0.3928622787218921,12,4.7143473446627056
"SELECT *
    FROM orders
    WHERE o_totalprice > 28500;",1399710,1398347,0.0,46422.0,339.385,1.0009747222971122,0.0258,0,0.9322313333333332,2,0.9322313333333331,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 28500;",683712,678783,0.0,50172.0,341.079,1.0072615254064996,0.0258,0,0.452522,4,0.45252200000000004,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 28500;",683712,678783,10545.0,96190.04,979.338,1.0072615254064996,0.0258,1,0.452522,4,0.45252200000000004,4,1.810088
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,391.112,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",298,0,199109.76,203799.46,461.803,298.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,481.765,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",391476,404140,60067.9,285013.37,1798.18,1.0323493649674564,0.9984,2,0.0673430297031517,6,0.0673430297031517,12,0.8081163564378204
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,538.286,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",847944,890469,60067.9,352402.69,2218.983,1.0501507175002125,0.9984,2,0.1483814527558169,6,0.1483814527558169,12,1.7805774330698028
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1174.738,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1308936,1375533,60067.9,420460.78,2601.993,1.0508787289829296,0.9984,2,0.229209085160255,6,0.229209085160255,12,2.75050902192306
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1244.24,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1765799,1864077,96845.99,484302.66,3859.981,1.055656391242718,0.9984,2,0.310616600138472,6,0.310616600138472,12,3.7273992016616635
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1349.504,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2220576,2351639,96845.99,538471.4,4065.228,1.0590220735520874,0.9984,2,0.3918604815858122,6,0.3918604815858122,12,4.702325779029747
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 28500;",679792,681331,0.0,50172.0,338.936,1.0022639277896768,0.0258,0,0.4542206666666666,4,0.4542206666666666,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 28500;",679792,681331,10545.0,96006.14,1087.835,1.0022639277896768,0.0258,1,0.4542206666666666,4,0.4542206666666666,4,1.8168826666666664
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,413.419,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",298,0,199109.76,203799.46,484.514,298.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,485.034,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",391476,404140,60067.9,285013.37,1912.235,1.0323493649674564,0.9984,2,0.0673430297031517,6,0.0673430297031517,12,0.8081163564378204
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,625.739,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",847944,890469,60067.9,352402.69,2479.932,1.0501507175002125,0.9984,2,0.1483814527558169,6,0.1483814527558169,12,1.7805774330698028
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1231.775,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1308936,1375533,60067.9,420460.78,2897.53,1.0508787289829296,0.9984,2,0.229209085160255,6,0.229209085160255,12,2.75050902192306
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1303.106,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 28500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1765799,1864077,96845.99,484302.66,4199.163,1.055656391242718,0.9984,2,0.310616600138472,6,0.310616600138472,12,3.7273992016616635
